b1r2,b1r3,b1r4,b1r5,b1r7,b1r8,b6r1,b6r2,b6r3,b6r4,b6r5a,b6r5b,b6r6a,b6r6b,b6r7,b6r8,b6r9a,b6r9b,b6r9c,b6r10,b6r11,wert27,jart,exp_cap
4,60,2,2,20160,5,1,4,1,1,100,190,5,2,1,2,1,1,1,1,5,31,6,94503.9682539682
4,60,2,2,20160,8,1,4,1,1,150,440,5,2,3,2,3,1,1,4,5,31,9,105132.275132275
4,60,2,2,20160,11,1,6,3,2,20,30,7,2,4,2,4, ,5,1,5,31,6,140238.293650794
4,60,2,2,20160,12,1,6,2,2,24,80,8,2,3,2,4, ,5,1,5,31,5,133920.238095238
4,70,2,2,20175,3,1,6,3,2,20,200,5,2,4,2,4, ,5,1,5,31,5,136604.761904762
4,70,2,2,20175,14,1,6,3,2,20,80,7,3,4,2,4, ,5,3,5,31,4,129937.5
4,70,5,2,20180,5,1,4,1,1,24,70,7,1,3,2,3,1,1,3,5,31,7,138252.551020408
4,70,8,2,20184,1,1,6,3,2,40,500,6,3,1,2,3,1,1,2,5,31,6,135043.650793651
4,80,5,2,20194,2,1,4,1,1,24,180,5,2,1,2,1,1,4,1,5,31,4,125998.511904762
4,80,5,2,20194,4,1,4,1,1,48,300,5,1,1,2,1,1,4,1,5,31,3,135599.206349206
4,80,5,2,20194,7,1,4,1,1,25,300,5,2,1,2,1,1,4,1,5,31,4,131386.607142857
4,80,5,2,20194,8,1,4,1,1,19,54,5,2,1,2,1,1,4,1,3,31,5,107880.952380952
4,80,5,2,20194,10,1,4,1,1,28,210,5,2,1,2,1,1,4,1,5,31,5,110487.142857143
4,80,5,2,20194,11,1,4,1,1,40,144,5,2,2,2,1,1,4,1,5,31,4,122169.642857143
4,80,5,2,20194,14,1,4,1,1,32,120,5,2,1,2,1,1,4,1,5,31,4,134883.928571429
5,20,15,2,20075,1,1,4,3,2,24,300,6,3,2,2,4, ,3,4,5,65,3,146682.53968254
5,21,1,2,20028,3,1,4,2,2,24,300,2, ,1,2,1,1,4,1,5,65,4,137279.761904762
5,21,5,2,20041,2,1,4,2,2,24,64,6,2,2,2,2,1,4,1,5,65,4,143431.547619048
5,21,5,2,20041,4,6,4,2,1,48,200,6,2,2,2,1,1,4,1,5,65,5,143554.761904762
5,21,5,2,20041,15,6,4,2,2,42,200,5,2,2,2,2,1,4,1,5,65,4,114236.607142857
5,70,4,2,20094,1,6,4,2,1,72,240,5,2,2,2,2,1,1,1,5,65,4,136294.642857143
5,70,4,2,20094,5,1,4,2,1,24,240,6,2,2,2,1,3,4,4,5,65,5,122880.952380952
5,70,5,2,20100,2,6,4,2,1,42,300,7,2,2,2,1,1,4,1,1,65,4,134912.202380952
5,70,5,2,20100,4,1,4,2,1,24,170,7,2,2,2,1,3,4,2,5,65,4,144166.666666667
5,70,5,2,20100,12,6,4,2,1,23,150,7,2,2,2,1,1,1,1,5,65,5,149947.619047619
5,70,5,2,20100,13,1,4,2,2,24,200,7,3,3,2,2,1,1,1,5,65,4,122842.261904762
5,90,4,2,20266,4,1,4,3,1,20,100,5,3,2,2,4, ,3,1,5,65,4,139142.857142857
5,90,7,2,20281,9,1,6,3,2,18,180,5,2,2,2,4, ,3,1,5,65,5,145130.952380952
5,100,12,2,20184,3,1,6,3,1,9,50,7,3,3,2,2,3,4,1,5,65,3,146218.253968254
5,100,19,2,20235,4,1,6,3,2,30,110,5,3,2,2,4, ,1,1,5,65,7,114513.605442177
5,100,19,2,20235,7,1,6,3,2,12,100,5,3,2,2,2,1,4,1,5,65,6,122599.206349206
6,20,8,2,21278,2,1,6,3,1,20,49,4,1,3,1,4, ,6,1,5,79,6,112027.777777778
6,20,8,2,21278,10,1,6,3,1,20,49,4,1,3,1,4, ,6,1,5,79,4,138033.333333333
6,20,8,2,21278,14,1,6,3,2,30,63,7,2,3,2,4, ,6,1,5,79,8,103266.369047619
6,50,3,2,21398,12,1,4,2,1,30,250,6,1,1,2,1,3,4,1,5,79,6,131757.936507937
6,50,9,2,21429,10,1,4,2,2,16,80,6,3,1,2,4, ,3,1,5,79,4,122511.904761905
6,50,9,2,21429,15,1,4,2,1,20,120,6,1,2,2,2,3,4,1,5,79,5,126822.619047619
6,50,11,2,21440,4,1,4,2,1,25,140,2, ,2,2,1,3,3,1,5,79,4,136836.30952381
6,60,5,2,21479,7,1,6,3,2,30,100,6,3,1,2,1,4,5,4,5,79,7,137942.176870748
6,60,5,2,21479,14,1,4,1,1,30,120,5,1,1,2,1,3,1,1,5,79,4,133401.785714286
6,60,11,2,21492,1,1,4,1,1,42,300,7,2,2,2,1,1,1,1,5,79,7,149622.448979592
6,70,6,2,11596,1,1,5,3,1,26,120,6,2,2,2,4, ,5,1,5,79,6,138109.126984127
6,70,6,2,11596,2,1,4,2,1,12,360,7,2,1,2,3,1,4,1,5,79,4,128544.642857143
6,70,6,2,11596,3,1,6,2,1,30,150,2, ,2,2,4, ,5,1,5,79,3,96706.3492063492
6,70,6,2,11596,5,1,4,1,1,30,300,2, ,2,2,2,1,1,1,5,79,4,84671.130952381
6,70,6,2,11596,7,1,4,1,1,80,360,7,1,2,2,2,1,4,1,5,79,8,118830.357142857
6,70,6,2,11596,11,6,4,1,1,85,135,5,1,2,2,1,1,4,1,5,79,6,112964.285714286
6,70,6,2,11596,12,1,6,3,1,30,300,7,2,3,2,4, ,5,1,5,79,6,84831.3492063492
6,70,6,2,11596,13,1,4,1,1,48,320,7,2,1,2,3,1,4,1,5,79,2,123833.333333333
6,70,6,2,11596,15,1,6,2,1,20,300,2, ,2,2,1,3,4,1,5,79,4,113419.642857143
6,70,11,2,21533,1,1,4,1,1,42,300,7,2,2,2,1,2,4,1,5,79,3,145138.888888889
6,70,11,2,21533,2,1,4,1,1,30,300,7,2,2,2,1,2,4,1,5,79,4,137616.071428571
6,70,11,2,21533,3,1,6,2,2,20,100,6,2,1,2,1,3,4,4,5,79,3,126083.333333333
6,70,11,2,21533,4,1,4,2,1,20,300,6,2,1,2,2,3,4,1,5,79,5,129273.80952381
6,70,11,2,21533,9,1,6,2,1,20,80,7,3,3,2,4, ,6,1,5,79,2,108053.571428571
6,70,11,2,21533,10,1,4,1,1,30,300,5,1,2,2,3,3,4,1,5,79,4,140974.702380952
6,70,11,2,21533,11,1,4,2,1,45,66,5,1,3,2,4, ,6,5,5,79,2,109261.904761905
6,70,11,2,21533,12,1,4,1,1,42,80,5,2,2,2,2,3,4,1,5,79,4,132627.976190476
6,70,11,2,21533,13,6,4,2,1,42,96,5,2,2,2,2,3,4,1,5,79,2,129166.666666667
6,70,11,2,21533,14,1,6,2,1,20,45,5,1,3,2,4, ,6,4,5,79,5,71333.3333333333
6,70,11,2,21533,15,1,4,2,2,25,80,5,1,3,2,2,2,4,1,5,79,4,108511.904761905
6,70,11,2,21533,16,1,4,2,1,42,99,5,1,3,2,4, ,6,1,5,79,4,62089.2857142857
6,70,16,2,21544,1,1,4,2,1,45,360,5,1,2,2,2,1,4,2,5,79,4,123735.119047619
6,70,16,2,21544,2,1,4,1,1,45,275,5,2,2,2,2,1,4,3,5,79,4,128523.80952381
6,70,16,2,21544,3,6,4,2,1,60,295,5,1,2,2,2,1,4,2,5,79,4,120886.904761905
6,70,16,2,21544,7,1,6,3,2,45,275,5,1,2,2,2,1,4,3,5,79,6,101378.968253968
6,70,16,2,21544,9,6,6,2,1,36,70,5,1,2,2,2,1,4,2,5,79,3,136329.365079365
6,70,16,2,21544,10,1,6,3,2,35,260,5,1,2,2,2,1,4,3,5,79,5,84726.1904761905
6,70,16,2,21544,11,1,6,2,1,30,245,5,1,2,2,2,3,4,3,5,79,2,121636.904761905
6,70,16,2,21544,12,1,6,2,1,40,65,5,1,2,2,4, ,4,2,5,79,3,127480.158730159
6,70,16,2,21544,13,1,6,2,1,36,260,5,1,2,2,4, ,4,2,5,79,5,85945.2380952381
6,70,16,2,21544,15,1,6,2,2,45,85,5,2,1,2,2,3,4,2,5,79,4,148377.976190476
6,70,16,2,21544,16,1,4,2,1,45,270,5,2,2,2,2,1,4,2,5,79,3,141063.492063492
6,80,6,2,21557,2,1,4,1,1,36,132,7,2,2,2,1,1,4,1,5,79,5,112702.380952381
6,80,6,2,21557,3,1,4,2,1,30,150,5,1,2,2,1,1,4,1,3,79,6,123650.793650794
6,80,6,2,21557,5,1,4,1,1,42,80,5,1,2,2,1,1,4,1,5,79,5,131564.285714286
6,80,6,2,21557,7,6,4,2,1,42,150,5,2,1,2,1,1,4,1,5,79,5,122850
6,80,6,2,21557,8,1,4,1,1,42,120,6,2,2,2,1,1,1,1,5,79,6,110365.079365079
6,80,6,2,21557,11,1,4,2,1,30,400,5,1,1,2,1,1,4,1,5,79,5,109252.380952381
6,80,8,2,21563,4,6,4,1,1,42,60,2, ,2,2,2,1,1,1,5,79,5,73345.2380952381
6,80,8,2,21563,13,1,5,2,1,30,300,6,2,2,2,3,4,6,1,5,79,5,121178.571428571
6,80,8,2,21563,15,1,4,3,1,25,300,6,2,2,2,2,1,1,3,5,79,4,75581.8452380952
6,80,8,2,21563,16,1,6,2,2,30,120,5,2,3,2,4, ,4,4,5,79,3,120674.603174603
7,121,1,2,20744,2,1,6,2,1,24,70,5,2,2,2,4, ,3,1,5,42,4,129345.238095238
7,121,1,2,20744,3,1,6,2,1,30,750,6,3,1,2,4, ,5,1,5,42,4,132769.345238095
7,121,1,2,20744,8,1,4,1,1,90,680,5,2,1,2,1,1,4,1,5,42,8,132006.845238095
7,121,1,2,20744,13,4,4,1,1,48,600,6,1,1,2,1,1,4,1,5,42,6,85609.126984127
7,121,3,2,20754,2,1,6,2,2,20,30,6,2,2,2,4, ,3,4,5,42,2,122690.476190476
7,121,3,2,20754,11,1,4,2,1,54,700,5,2,2,2,2,1,4,1,5,42,5,144632.142857143
7,121,5,2,20970,4,1,4,1,1,56,448,5,1,1,2,1,1,4,1,5,42,5,146115.714285714
7,121,5,2,20970,5,1,4,1,1,56,450,5,1,2,2,1,1,4,1,5,42,6,135540.674603175
7,121,5,2,20970,6,1,6,2,1,20,360,6,3,2,2,1,1,4,1,5,42,6,111879.96031746
7,121,5,2,20970,11,1,6,2,1,30,330,5,3,2,2,3,1,4,1,5,42,4,147421.428571429
7,121,5,2,20970,12,1,6,2,2,30,420,5,3,2,2,4, ,6,1,5,42,4,144056.845238095
7,121,7,2,20758,2,1,6,3,2,20,160,6,3,2,2,4, ,5,4,5,42,4,136943.452380952
7,121,7,2,20758,8,1,4,4,2,20,300,6,3,2,2,4, ,5,1,5,42,5,122188.095238095
7,121,7,2,20758,9,1,6,3,2,20,300,6,3,2,2,4, ,5,1,5,42,4,141486.607142857
7,130,5,2,20789,1,6,4,4,1,35,330,2, ,1,2,1,3,4,1,5,42,5,148523.80952381
7,130,6,2,20795,2,1,4,2,1,40,180,5,2,2,2,4, ,5,1,5,42,4,99501.4880952381
7,130,6,2,20795,4,1,6,3,2,35,210,5,2,4,2,4, ,6,1,5,42,5,98102.3809523809
7,130,10,2,20808,1,1,4,2,2,45,180,5,3,2,2,4, ,3,1,5,42,4,132976.19047619
7,130,10,2,20808,3,6,4,1,1,56,450,5,1,2,2,4, ,3,1,5,42,4,144538.69047619
7,130,10,2,20808,5,1,7,3,1,20,48,7,2,2,2,4, ,3,3,5,42,4,130395.833333333
7,130,10,2,20808,7,1,4,1,1,96,420,5,2,1,2,4, ,3,1,5,42,4,112758.928571429
7,130,10,2,20808,12,1,4,2,1,30,150,5,2,1,2,3,4,3,1,5,42,8,149944.196428571
7,141,2,2,20839,4,1,6,1,1,42,200,5,3,4,2,4, ,3,1,5,42,3,122638.888888889
7,141,2,2,20839,9,1,6,3,1,20,126,5,3,4,2,4, ,3,1,5,42,3,106130.952380952
7,141,2,2,20839,11,1,6,2,1,20,108,5,3,4,2,4, ,3,1,5,42,4,140859.523809524
7,141,2,2,20839,12,6,4,1,1,18,96,5,3,2,2,4, ,3,1,5,42,4,115952.380952381
7,141,2,2,20839,15,6,6,2,1,42,120,5,3,3,2,4, ,3,1,5,42,4,120502.976190476
7,141,4,2,20843,11,1,6,3,1,20,240,8,3,2,2,4, ,5,1,5,42,5,147511.904761905
7,141,5,2,10848,3,1,4,1,1,30,180,5,1,1,2,1,1,4,1,5,42,3,146289.682539683
7,141,5,2,10848,13,1,4,1,2,48,260,6,2,1,2,4, ,3,1,5,42,5,119142.142857143
7,141,6,2,20852,10,6,4,1,1,56,300,5,2,1,2,4, ,5,1,5,42,6,117162.698412698
7,141,6,2,20852,11,1,6,3,1,30,300,5,3,4,2,4, ,5,3,5,42,3,126728.174603175
7,141,6,2,20852,12,1,6,3,2,24,120,5,3,1,2,4, ,5,3,5,42,4,119822.916666667
7,141,6,2,20852,16,1,4,1,1,48,375,5,2,4,2,4, ,5,1,5,42,5,120809.523809524
7,141,7,2,20857,1,1,6,2,1,30,300,5,2,2,2,3,1,4,3,5,42,4,146604.166666667
7,141,7,2,20857,8,1,7,3,2,20,200,6,3,4,2,4, ,3,3,5,42,3,143468.253968254
7,141,7,2,20857,10,1,6,3,1,20,225,6,3,1,2,4, ,3,3,5,42,3,143079.365079365
7,141,7,2,20857,11,1,6,3,1,24,120,6,3,1,2,4, ,3,1,5,42,4,130574.404761905
7,141,7,2,20857,12,1,7,3,1,24,120,6,3,1,2,4, ,3,3,5,42,4,148457.142857143
7,142,2,2,20812,6,1,4,1,1,30,70,6,3,4,2,4, ,3,1,5,42,5,126738.571428571
7,142,2,2,20812,7,6,4,1,1,35,120,6,2,1,2,2,2,1,1,5,42,6,102865.079365079
7,142,2,2,20812,13,1,4,2,1,23,270,6,3,2,2,4, ,3,1,5,42,3,143761.904761905
7,142,2,2,20816,1,1,6,3,1,20,24,5,3,2,2,4, ,6,1,5,42,4,130877.976190476
7,142,2,2,20816,4,6,4,1,1,45,120,5,3,2,2,3,2,1,1,5,42,4,129235.119047619
7,142,2,2,20816,9,6,4,1,2,35,140,5,1,2,2,4, ,3,1,5,42,5,116551.19047619
7,142,2,2,20816,12,6,4,1,1,35,75,6,3,2,2,3,2,1,5,2,42,5,123952.380952381
7,142,2,2,20816,13,6,4,1,1,35,75,5,3,2,2,2,2,1,1,5,42,5,125336.904761905
7,142,2,2,20816,16,1,4,2,1,30,80,6,2,2,2,3,2,1,1,5,42,6,137875
7,142,4,2,20821,1,1,6,3,1,20,30,5,3,4,2,4, ,5,3,5,42,3,122055.555555556
7,142,4,2,20821,9,1,4,1,1,42,120,7,1,4,2,4, ,2,1,5,42,7,127102.040816327
7,142,4,2,20821,10,1,6,2,1,20,35,5,1,3,2,3,2,1,1,5,42,6,138083.333333333
7,142,4,2,20821,12,1,4,1,1,42,60,7,3,3,2,4, ,5,3,5,42,6,128082.341269841
7,142,4,2,20821,15,1,6,3,2,51,100,7,3,3,2,4, ,3,1,5,42,7,137124.149659864
7,142,6,2,20825,7,1,6,3,1,18,25,5,3,2,2,4, ,5,1,5,42,7,103680.272108844
7,142,6,2,20825,9,1,6,2,1,25,30,5,3,4,1,4, ,3,1,5,42,5,98471.4285714286
7,142,6,2,20825,11,1,6,3,1,30,75,5,3,3,2,4, ,5,1,5,42,5,133190.476190476
7,142,8,2,10830,1,1,4,1,1,45,75,5,2,1,2,1,2,1,1,5,42,3,133688.492063492
7,142,8,2,10830,3,6,4,1,1,42,150,5,1,2,2,1,2,1,1,5,42,5,119811.904761905
7,142,8,2,10830,6,6,6,1,1,42,142,7,3,2,2,4, ,5,1,5,42,4,108315.476190476
7,150,12,2,20891,11,1,6,2,1,35,150,5,3,4,2,4, ,5,3,5,42,5,124700
7,150,12,2,20891,12,1,6,2,1,30,450,5,3,4,2,4, ,5,3,5,42,5,117188.095238095
7,150,12,2,20891,13,1,6,2,1,20,80,5,3,4,2,4, ,5,1,5,42,5,131545.238095238
7,150,12,2,20891,15,1,6,1,1,30,312,5,3,2,2,4, ,5,2,5,42,4,139848.214285714
7,150,13,2,20897,7,1,4,1,1,60,300,5,3,3,2,4, ,2,1,5,42,5,115717.857142857
7,150,14,2,20900,2,6,6,4,1,20,300,5,3,4,2,4, ,1,1,5,42,4,135662.202380952
7,150,14,2,20900,12,6,4,1,1,45,90,5,1,1,2,1,1,1,1,5,42,7,118005.102040816
7,150,16,2,20895,1,1,6,3,1,18,300,5,2,4,2,4, ,5,1,5,42,5,108679.285714286
7,150,16,2,20895,11,1,6,3,1,46,390,5,2,1,2,1,2,4,3,5,42,5,115109.523809524
7,151,1,2,20976,16,1,4,3,1,40,160,6,3,1,2,4, ,3,1,5,42,6,128948.412698413
7,151,4,2,10983,11,1,6,3,1,76,246,5,3,2,2,4, ,6,1,5,42,4,146116.071428571
7,151,5,2,20987,6,6,4,3,1,42,130,5,2,2,2,1,2,4,1,5,42,9,135432.53968254
7,151,5,2,20987,7,6,4,1,2,63,150,5,2,2,2,2,2,4,1,5,42,6,140166.666666667
7,151,5,2,20987,9,1,6,3,2,20,100,6,3,1,2,4, ,6,4,5,42,4,143836.30952381
7,151,5,2,20987,14,2,4,3,1,35,130,5,2,2,2,2,2,4,1,6,42,4,146477.678571429
7,151,7,2,20992,6,1,4,1,1,65,300,5,3,1,2,4, ,6,1,5,42,9,132641.534391534
7,151,7,2,20992,11,1,4,1,1,50,176,5,3,1,2,4, ,6,1,5,42,6,124631.944444444
8,10,21,2,20024,16,1,4,1,2,30,90,10, ,4,2,4, ,5,1,5,39,4,139226.19047619
8,10,23,2,20031,5,1,4,3,1,30,96,10, ,1,2,1,1,1,1,5,39,4,141178.571428571
8,10,23,2,20031,7,1,4,1,1,30,110,10, ,4,2,4, ,5,1,5,39,6,144166.666666667
8,10,23,2,20031,8,1,4,1,2,30,90,10, ,4,2,4, ,5,1,5,39,6,128077.380952381
8,10,23,2,20031,9,1,3,3,2,48,76,10, ,3,2,4, ,5,1,5,39,4,137636.904761905
8,10,26,2,20037,5,1,4,1,1,42,108,10, ,3,2,4, ,5,1,5,39,4,144358.630952381
8,10,26,2,20037,8,1,4,1,1,72,168,10, ,1,2,1,1,1,1,5,39,9,149105.82010582
8,10,26,2,20037,10,4,1,1,2,42,108,10, ,1,2,4, ,5,1,5,39,8,114178.571428571
8,10,26,2,20037,11,1,4,4,2,24,80,10, ,4,2,4, ,5,1,5,39,5,79097.6190476191
8,10,26,2,20037,13,1,4,2,2,30,80,10, ,4,2,4, ,5,1,5,39,4,149583.333333333
8,12,5,2,20056,2,1,4,1,1,60,120,7,2,3,2,1,1,1,1,5,39,6,119342.261904762
8,12,5,2,20056,4,1,4,3,1,30,66,7,2,2,2,4, ,6,1,5,39,4,94866.0714285714
8,12,5,2,20056,6,1,4,1,1,42,80,7,2,3,2,4, ,6,1,5,39,4,139726.19047619
8,12,5,2,20056,10,1,4,1,1,77,150,7,2,2,2,1,1,1,1,5,39,5,148245
8,12,5,2,20056,11,1,4,1,1,58,140,7,2,3,2,1,1,1,1,5,39,7,102686.224489796
8,12,5,2,20056,13,1,4,1,1,60,86,7,2,2,2,1,1,1,1,5,39,4,149101.19047619
8,12,5,2,20056,15,1,4,1,1,52,96,7,2,3,2,1,1,1,1,5,39,4,79547.6190476191
8,12,7,2,20060,7,1,1,1,1,18,40,10, ,4,2,4, ,6,1,5,39,4,77812.5
8,12,7,2,20060,9,1,4,1,1,56,114,10, ,1,2,1,1,1,1,5,39,6,147144.841269841
8,12,7,2,20060,10,1,4,3,2,20,50,10, ,1,2,4, ,6,1,5,39,3,120884.920634921
8,13,2,2,20021,7,1,4,1,1,56,80,7,2,1,2,1,1,1,1,5,39,6,141398.80952381
8,20,14,2,20076,4,1,4,1,1,42,72,10, ,4,2,1,1,1,4,5,39,4,139375.892857143
8,20,17,2,20086,4,1,1,1,1,40,80,7,2,1,2,1,1,1,1,5,39,5,146931.19047619
8,20,21,2,20092,9,1,4,1,1,35,50,10, ,4,2,4, ,5,1,5,39,8,134401.785714286
8,21,7,2,20110,16,4,4,2,2,45,30,7,2,2,2,4, ,5,4,5,39,5,138969.285714286
8,30,6,2,20114,16,1,4,1,1,24,80,10, ,1,2,4, ,5,3,5,39,5,118221.428571429
8,30,9,2,20122,11,1,4,1,1,72,450,5,2,1,1,1,1,1,1,3,39,10,148292.857142857
8,30,15,2,20135,3,1,4,1,1,42,300,10, ,1,2,3,1,1,1,5,39,8,142800.595238095
8,30,15,2,20135,8,1,4,3,2,30,180,10, ,1,2,3,1,1,3,5,39,9,98146.8253968254
8,31,1,2,20151,1,1,4,1,1,24,567,7,2,1,2,3,1,1,1,5,39,8,115395.833333333
8,31,1,2,20151,16,1,4,2,2,20,72,7,2,1,2,4, ,5,1,5,39,6,106597.222222222
8,31,5,2,10161,14,1,4,1,1,20,56,10, ,1,2,2,1,1,1,5,39,4,123883.928571429
8,32,3,2,20142,1,1,4,1,1,42,801,10, ,2,1,2,1,1,1,3,39,5,134238.095238095
8,33,2,2,20125,7,1,4,1,1,28,72,10, ,1,2,2,1,1,3,5,39,3,139515.873015873
8,33,2,2,20125,12,1,4,1,1,40,150,10, ,1,2,1,1,1,1,3,39,7,122168.707482993
9,30,15,2,20444,10,1,6,2,1,35,48,5,1,2,2,4, ,3,1,5,55,5,138747.619047619
9,31,9,2,20421,9,1,4,2,1,42,80,3, , ,1,2,2,4,3,3,55,5,146416.666666667
9,31,9,2,20421,12,1,6,3,2,20,60,3, , ,2,4, ,3,4,5,55,2,146541.666666667
9,32,3,2,20464,3,1,4,1,1,90,120,5,1,1,2,1,1,4,1,5,55,5,127154.761904762
9,32,3,2,20464,6,1,6,2,1,42,150,5,1,2,2,4, ,4,1,5,55,5,142404.761904762
9,32,3,2,20464,7,1,4,1,1,80,150,5,1,1,2,1,1,4,1,5,55,4,113163.69047619
9,32,3,2,20464,13,1,4,2,1,42,100,5,2,4,2,4, ,3,1,5,55,5,142288.095238095
9,32,3,2,20464,15,1,4,1,1,60,120,5,1,1,2,1,1,4,1,5,55,5,127757.142857143
9,50,4,2,10312,8,1,4,2,1,36,80,7,2,2,2,2,1,1,1,3,55,5,131023.80952381
9,50,4,2,10312,12,1,4,2,1,35,150,5,2,2,2,4, ,1,1,5,55,5,101480.952380952
9,50,4,2,10312,13,1,4,2,1,48,300,5,1,2,2,4, ,1,1,5,55,4,143113.095238095
9,50,4,2,10312,14,1,4,2,2,24,131,5,2,2,2,2,2,1,1,5,55,3,146912.698412698
9,50,7,2,20326,5,1,4,2,1,24,300,5,2,2,2,1,1,1,1,5,55,5,138916.666666667
9,50,9,2,20332,4,6,4,2,1,28,120,5,2,3,2,3,1,1,1,5,55,4,120803.571428571
9,50,9,2,20332,5,1,6,2,1,35,300,5,2,2,2,4, ,1,1,5,55,4,106589.285714286
9,50,9,2,20332,6,1,4,2,1,57,250,5,2,2,2,4, ,1,1,5,55,7,101105.442176871
9,50,10,2,20338,5,1,6,2,1,35,150,5,2,2,2,4, ,4,1,5,55,7,98117.3469387755
9,50,10,2,20338,7,1,4,2,1,28,150,5,2,2,2,2,1,1,1,5,55,5,136802.380952381
9,50,10,2,20338,11,1,4,2,1,56,180,5,2,2,2,1,1,1,1,5,55,5,136390.476190476
9,50,10,2,20338,12,1,4,2,1,40,375,5,2,1,2,1,1,1,1,5,55,6,116773.80952381
9,50,24,2,20348,4,1,4,1,1,48,330,5,2,1,2,1,2,1,1,5,55,7,138121.598639456
9,50,24,2,20348,12,1,6,2,1,48,180,2, ,1,2,1,4,3,1,5,55,6,141303.571428571
9,60,9,2,10374,2,1,4,2,1,98,150,5,2,1,2,1,1,1,1,5,55,6,137589.285714286
9,60,9,2,10374,11,1,4,2,1,110,250,2, ,1,2,1,1,1,1,3,55,6,130845.238095238
9,60,9,2,10374,13,1,4,2,1,98,120,5,2,1,2,1,1,1,1,3,55,5,131795.238095238
9,60,9,2,10374,16,1,4,1,1,180,300,5,2,1,2,1,1,1,1,5,55,8,149940.476190476
9,60,10,2,20378,2,1,4,1,1,49,110,5,1,1,2,1,1,4,1,5,55,5,133428.571428571
9,60,10,2,20378,4,1,4,2,1,25,100,5,1,1,2,1,1,5,1,5,55,5,135011.904761905
9,60,10,2,20378,5,1,6,2,2,30,150,5,1,1,2,1,1,4,1,5,55,6,123005.952380952
9,60,10,2,20378,6,1,4,1,1,80,150,5,1,1,2,1,1,4,1,5,55,6,125420.634920635
9,60,10,2,20378,12,1,4,1,1,56,120,5,1,1,2,1,1,4,1,5,55,6,114801.587301587
9,60,10,2,20378,13,1,4,1,1,90,175,5,1,1,2,2,1,4,1,5,55,5,130059.523809524
9,60,13,2,20386,5,1,4,1,1,120,200,5,2,1,2,1,1,1,1,3,55,6,127136.904761905
9,60,13,2,20386,7,1,2,1,1,112,200,5,2,1,2,1,1,4,1,3,55,8,108595.238095238
9,60,13,2,20386,9,1,4,1,1,115,160,5,2,1,2,1,1,4,1,3,55,5,119623.80952381
9,60,13,2,20386,10,6,4,1,1,140,200,5,2,1,2,1,1,1,1,3,55,7,140360.544217687
9,60,13,2,20386,12,1,4,1,1,100,170,5,2,1,2,1,1,4,1,5,55,6,120406.746031746
9,60,14,2,20393,4,6,4,1,1,40,120,5,1,1,2,1,1,4,1,5,55,8,143251.488095238
9,60,14,2,20393,8,1,1,1,1,42,120,5,1,1,2,1,1,6,1,5,55,7,138137.755102041
9,60,14,2,20393,9,1,4,1,1,90,160,5,1,1,2,1,1,4,1,5,55,5,146611.904761905
9,60,14,2,20393,11,1,6,2,2,30,150,5,1,2,2,4, ,3,1,5,55,5,126254.761904762
72,11,2,2,20010,2,1,4,2,1,30,120,5,1,2,1,1,4,4,1,5,69,5,141050
72,11,2,2,20010,8,1,4,2,2,30,40,7,3,3,2,4, ,5,1,5,69,7,122232.993197279
72,11,2,2,20010,12,1,4,3,1,30,50,5,2,3,2,4, ,5,1,5,69,6,145275.793650794
72,11,2,2,20010,13,1,4,2,1,23,150,7,3,3,2,1,1,1,1,5,69,5,124200
72,20,13,2,20035,10,1,6,3,2,20,30,8,2,2,2,4, ,5,4,5,69,5,126761.904761905
72,40,5,2,20069,1,4,4,2,1,16,40,2, ,2,1,1,2,4,1,5,69,4,123282.738095238
73,10,1,2,20987,8,1,4,1,1,85,115,7,2,1,2,1,1,4,1,5,57,5,143857.142857143
73,10,4,2,11071,6,1,4,2,1,24,30,4,2,1,2,1,1,1,1,3,57,4,141669.642857143
73,10,4,2,11071,8,1,4,1,1,56,90,8,1,1,2,1,1,4,1,5,57,5,139898.80952381
73,10,4,2,11071,14,1,4,1,1,72,140,8,2,1,2,1,1,1,1,3,57,6,125130.952380952
73,10,6,2,21010,16,1,6,3,2,24,120,6,1,1,2,1,3,4,3,5,57,5,148476.19047619
73,22,2,2,21014,12,1,4,1,1,63,150,2, ,1,1,1,1,4,1,5,57,3,146710.317460317
73,22,4,2,21020,7,6,5,2,1,42,700,6,1,1,2,1,1,1,2,5,57,4,146321.428571429
73,22,4,2,21020,9,6,4,2,1,13,40,6,1,1,2,4, ,1,1,3,57,6,140904.761904762
73,22,4,2,21022,6,1,4,2,1,40,342,5,2,1,2,1,1,1,1,5,57,7,107829.931972789
73,22,4,2,21022,13,1,4,2,1,30,128,6,2,1,2,1,1,1,1,5,57,5,142583.333333333
73,22,5,2,21032,2,1,4,1,1,36,108,8,2,1,2,1,1,1,1,5,57,5,147126.19047619
73,30,1,2,21048,7,6,6,3,2,20,20,7,2,2,2,2,3,4,1,5,57,4,123651.785714286
73,30,2,2,21053,5,1,5,1,1,54,70,5,2,2,2,2,1,1,1,3,57,4,138288.69047619
74,71,2,2,10494,13,1,4,1,1,42,200,5,2,1,2,1,1,1,1,5,63,7,149492.346938776
74,71,3,2,20463,3,1,4,1,1,34,150,5,2,1,2,4, ,3,4,5,63,7,121715.986394558
74,71,4,2,20376,3,1,4,1,1,30,120,6,2,1,2,1,2,3,1,5,63,5,131551.19047619
